"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*04mo6*","Marcus Davenport","NO","DL","404","FA","26","CAR 10<br/>@NO 7 F","500,000","1st","85.5","7.77","7","25%","11","0","0","0"
"*04ced*","Jalen Reeves-Maybin","HOU","LB","405","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","85.5","5.7","6","25%","15","0","0","0"
"*04yn3*","Quinnen Williams","NYJ","DL","408","SNLR","25","NYJ 6<br/>@MIA 11 F","500,000","1st","85","5.67","10","75%","15","0","0","0"
"*04cco*","Larry Ogunjobi","PIT","DL","407","FA","28","CLE 14<br/>@PIT 28 F","500,000","1st","85","5.31","9","0%","16","0","0","0"
"*04mp7*","Rasheem Green","HOU","DL","409","FA","25","HOU 32<br/>@IND 31 F","500,000","9th","84.5","4.97","14","0%","17","0","0","0"
"*03cjq*","Terrance Mitchell","NE/TEN","DB","410","FA","30","TEN 16<br/>@JAX 20 F","500,000","1st","84.2","6.01","","0%","14","0","0","0"
"*05rll*","Jaelan Phillips","MIA","DL,LB","413","Mullen","23","NYJ 6<br/>@MIA 11 F","500,000","2nd","84","4.94","11","62%","17","0","0","0"
"*03cja*","Shelby Harris","SEA","DL","412","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","84","5.25","","38%","16","0","0","0"
"*04cd4*","Chris Wormley","PIT","DL","414","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","84","5.6","","12%","15","0","0","0"
"*05rq3*","Nate Hobbs","LV","DB","415","FA","23","KC 31<br/>@LV 13 F","500,000","1st","83.9","5.24","6","38%","16","0","0","0"
"*040em*","Chris Jones","KC","DL","419","RBM","28","KC 31<br/>@LV 13 F","500,000","2nd","83.5","5.96","8","88%","14","0","0","0"
"*05jbf*","Jonathan Greenard","HOU","DL,LB","418","Roberto","25","HOU 32<br/>@IND 31 F","500,000","1st","83.5","6.96","6","50%","12","0","0","0"
"*040dx*","Eli Apple","CIN","DB","417","FA","27","BAL 16<br/>@CIN 27 F","500,000","1st","83.5","5.22","","0%","16","0","0","0"
"*04cab*","Marlon Humphrey","BAL","DB","422","FA","26","BAL 16<br/>@CIN 27 F","500,000","9th","83","6.92","10","62%","12","0","0","0"
"*05rmk*","Jeremiah Owusu-Koramoah","CLE","LB","424","Roberto","23","CLE 14<br/>@PIT 28 F","625,000","2nd","83","5.93","9","62%","14","0","0","0"
"*040fh*","Yannick Ngakoue","IND","DL","428","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","82.5","4.85","","50%","17","0","0","0"
"*05rpq*","Michael Carter","NYJ","DB","425","FA","24","NYJ 6<br/>@MIA 11 F","500,000","1st","82.5","5.5","10","25%","15","0","0","0"
"*04cl2*","Michael Davis","LAC","DB","426","Pong","28","LAC 28<br/>@DEN 31 F","500,000","1st","82.5","5.89","8","25%","14","0","0","0"
"*04ozz*","Brandon Facyson","IND","DB","427","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","82.5","6.88","6","0%","12","0","0","0"
"*04moo*","Leighton Vander Esch","DAL","LB","432","DN","26","DAL 6<br/>@WAS 26 F","500,000","2nd","82.2","4.84","9","62%","17","0","0","0"
"*05rm5*","Eric Stokes","GB","DB","433","FA","24","DET 20<br/>@GB 16 F","500,000","1st","82","5.12","14","25%","16","0","0","0"
"*04zv2*","Khari Willis","IND","DB","434","QBRT","26","HOU 32<br/>@IND 31 F","500,000","2020","82","7.45","14","25%","11","0","0","0"
"*04mol*","Mike Hughes","DET","DB","435","FA","26","DET 20<br/>@GB 16 F","500,000","1st","81.8","4.81","14","12%","17","0","0","0"
"*04cdh*","John Johnson","CLE","DB","437","QBRT","27","CLE 14<br/>@PIT 28 F","1,400,000","2nd","81.6","5.44","","62%","15","0","0","0"
"*04mt5*","Josh Sweat","PHI","DL","438","FA","26","NYG 16<br/>@PHI 22 F","500,000","9th","81.5","5.09","7","75%","16","0","0","0"
"*04mta*","Uchenna Nwosu","SEA","DL,LB","441","Nick","26","LAR 16<br/>@SEA 19 F","500,000","9th","81.2","4.78","11","88%","17","0","0","0"
"*03cfp*","Bashaud Breeland","ARI","DB","443","FA","31","ARI 13<br/>@SF 38 F","500,000","1st","81.1","6.24","13","12%","13","0","0","0"
"*04ohc*","Kenny Young","TB/NO","LB","446","FA","28","CAR 10<br/>@NO 7 F","500,000","1st","81","6.23","14","38%","13","0","0","0"
"*03okq*","Kwon Alexander","NYJ","LB","444","FA","28","NYJ 6<br/>@MIA 11 F","500,000","9th","81","6.75","","25%","12","0","0","0"
"*04cdc*","Fabian Moreau","NYG","DB","445","FA","29","NYG 16<br/>@PHI 22 F","500,000","1st","81","5.06","","12%","16","0","0","0"
"*03ohg*","Arik Armstead","SF","DL","450","FA","29","ARI 13<br/>@SF 38 F","500,000","1st","80.5","4.74","9","12%","17","0","0","0"
"*04yqh*","Jamel Dean","TB","DB","452","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","80.1","5.34","11","12%","15","0","0","0"
"*04mof*","Justin Reid","KC","DB","453","FA","26","KC 31<br/>@LV 13 F","500,000","1st","80","6.15","8","50%","13","0","0","0"
"*05jcv*","Trevis Gipson","CHI","DL,LB","454","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","79.5","4.97","14","0%","16","0","0","0"
"*05rnm*","Elijah Molden","TEN","DB","457","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","79.2","4.95","6","12%","16","0","0","0"
"*040eu*","Austin Johnson","LAC","DL","460","FA","28","LAC 28<br/>@DEN 31 F","500,000","1st","78.5","4.62","8","25%","17","0","0","0"
"*02zu8*","Duron Harmon","LV","DB","461","FA","32","KC 31<br/>@LV 13 F","500,000","1st","78.4","4.61","","25%","17","0","0","0"
"*04yoq*","Lonnie Johnson","TEN","DB","462","FA","27","TEN 16<br/>@JAX 20 F","500,000","1st","78.2","5.59","14","0%","14","0","0","0"
"*04cdp*","Cameron Sutton","PIT","DB","463","FA","28","CLE 14<br/>@PIT 28 F","500,000","1st","78.2","4.89","6","0%","16","0","0","0"
"*04zvf*","Drue Tranquill","LAC","LB","466","ROTK_Ben","27","LAC 28<br/>@DEN 31 F","500,000","9th","78","5.57","8","88%","14","0","0","0"
"*04cad*","Adoree' Jackson","NYG","DB","465","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","78","6","9","25%","13","0","0","0"
"*04yo4*","Devin Bush","PIT","LB","469","SNLR","24","CLE 14<br/>@PIT 28 F","500,000","1st","77.5","5.54","11","62%","14","0","0","0"
"*03zbc*","Erik Harris","ATL","DB","470","FA","33","TB 17<br/>@ATL 30 F","500,000","1st","77.5","6.46","","12%","12","0","0","0"
"*04mo5*","Daron Payne","WAS","DL","473","Yoshi","25","DAL 6<br/>@WAS 26 F","500,000","9th","77","4.53","14","75%","17","0","0","0"
"*05rnw*","Ernest Jones","LAR","LB","471","FA","23","LAR 16<br/>@SEA 19 F","500,000","1st","77","5.13","7","50%","15","0","0","0"
"*04cc3*","Sidney Jones","SEA/LV","DB","472","FA","26","KC 31<br/>@LV 13 F","500,000","1st","77","4.81","10","25%","16","0","0","0"
"*04ce2*","Eddie Jackson","CHI","DB","477","Yoshi","29","MIN 29<br/>@CHI 13 F","500,000","9th","76","5.43","14","50%","14","0","0","0"
"*02j9g*","Casey Hayward","ATL","DB","476","FA","33","TB 17<br/>@ATL 30 F","500,000","1st","76","4.47","14","0%","17","0","0","0"
"*05jai*","Grant Delpit","CLE","DB","478","Shelton","24","CLE 14<br/>@PIT 28 F","500,000","2020","75.5","5.03","9","75%","15","0","0","0"
"*04yo9*","Julian Love","NYG","DB","480","Yoshi","25","NYG 16<br/>@PHI 22 F","500,000","9th","75.5","4.44","11","75%","17","0","0","0"
"*04ojy*","Zach Sieler","MIA","DL","482","FA","27","NYJ 6<br/>@MIA 11 F","500,000","1st","75.5","4.44","11","50%","17","0","0","0"
"*03cfy*","Anthony Hitchens","(N/A)","LB","479","FA","30","Bye","500,000","9th","75.5","5.03","","38%","15","0","0","0"
"*04cgd*","Al-Quadin Muhammad","CHI","DL","481","FA","28","MIN 29<br/>@CHI 13 F","500,000","1st","75.5","4.44","","0%","17","0","0","0"
"*05jau*","Ashtyn Davis","NYJ","DB","483","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","75.3","5.79","10","12%","13","0","0","0"
"*04ol4*","Godwin Igwebuike","SEA","RB,DB","335","FA","28","LAR 16<br/>@SEA 19 F","500,000","1st","75.2","4.42","11","3%","17","0","0","0"
"*040go*","Eric Murray","HOU","DB","485","FA","29","HOU 32<br/>@IND 31 F","500,000","1st","75","4.69","6","38%","16","0","0","0"
"*04cge*","D.J. Jones","DEN","DL","484","FA","28","LAC 28<br/>@DEN 31 F","500,000","1st","75","4.41","9","12%","17","0","0","0"
"*04oij*","Tremon Smith","HOU","DB","486","FA","26","HOU 32<br/>@IND 31 F","500,000","1st","74.3","4.37","9","0%","17","0","0","1"
"*05jap*","Kristian Fulton","TEN","DB","487","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","74.3","5.72","6","0%","13","0","0","0"
"*05rmg*","Asante Samuel","LAC","DB","489","FA","23","LAC 28<br/>@DEN 31 F","500,000","9th","74.1","6.17","8","38%","12","0","0","0"
"*03ohp*","Byron Jones","MIA","DB","491","FA","30","NYJ 6<br/>@MIA 11 F","500,000","1st","74","4.62","","0%","16","0","0","0"
"*04ypy*","Ed Oliver","BUF","DL","494","SNLR","25","NE 23<br/>@BUF 35 F","562,500","3rd","73","4.29","7","38%","17","0","0","0"
"*05rn6*","Brandon Stephens","BAL","DB","495","FA","25","BAL 16<br/>@CIN 27 F","500,000","1st","73","4.29","10","25%","17","0","0","0"
"*05rlz*","Jamin Davis","WAS","LB","499","Pong","24","DAL 6<br/>@WAS 26 F","562,000","2nd","72.5","4.53","14","62%","16","0","0","0"
"*05rok*","Derrick Barnes","DET","DL,LB","498","FA","23","DET 20<br/>@GB 16 F","500,000","1st","72.5","4.26","6","0%","17","0","0","0"
"*04ce8*","Rayshawn Jenkins","JAX","DB","500","FA","29","TEN 16<br/>@JAX 20 F","500,000","1st","72","5.14","11","75%","14","0","0","0"
"*05gvb*","Darrell Taylor","SEA","DL,LB","502","FA","26","LAR 16<br/>@SEA 19 F","500,000","1st","72","4.5","11","12%","16","0","0","0"
"*02jbt*","Josh Norman","CAR","DB","501","FA","35","CAR 10<br/>@NO 7 F","500,000","9th","72","4.8","13","0%","15","0","0","0"
"*03cyg*","K'Waun Williams","DEN","DB","503","FA","31","LAC 28<br/>@DEN 31 F","500,000","1st","71.9","5.14","9","0%","14","0","0","0"
"*04oi1*","Jermaine Carter","CLE","LB","504","FA","28","CLE 14<br/>@PIT 28 F","500,000","1st","71.5","4.21","9","25%","17","0","0","0"
"*04yq3*","Dre'Mont Jones","DEN","DL","507","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","71","4.44","11","38%","16","0","0","0"
"*04ogl*","B.J. Hill","CIN","DL","510","FA","27","BAL 16<br/>@CIN 27 F","500,000","1st","70.5","4.41","10","62%","16","0","0","0"
"*04mob*","Carlton Davis","TB","DB","509","LCS","26","TB 17<br/>@ATL 30 F","500,000","2nd","70.5","7.05","11","50%","10","0","0","0"
"*05jbc*","Cameron Dantzler","MIN","DB","508","Pong","24","MIN 29<br/>@CHI 13 F","500,000","9th","70.5","5.04","14","38%","14","0","0","0"
"*040hl*","Dean Lowry","GB","DL","511","FA","28","DET 20<br/>@GB 16 F","500,000","1st","70.5","4.15","7","0%","17","0","0","0"
"*04cct*","Dawuane Smoot","JAX","DL","512","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","70.5","4.41","","0%","16","0","0","0"
"*04yqi*","Juan Thornhill","KC","DB","514","FA","27","KC 31<br/>@LV 13 F","500,000","1st","70.3","4.14","9","25%","17","0","0","0"
"*04zvg*","Ugochukwu Amadi","TEN/KC","DB","515","FA","25","KC 31<br/>@LV 13 F","500,000","1st","70.2","4.13","14","0%","17","0","0","0"
"*026s5*","Patrick Peterson","MIN","DB","516","Yoshi","32","MIN 29<br/>@CHI 13 F","500,000","9th","70.1","5.39","9","25%","13","0","0","0"
"*04mov*","Ronnie Harrison","CLE","DB","518","FA","25","CLE 14<br/>@PIT 28 F","500,000","9th","70","5.83","","12%","12","0","0","0"
"*04yq6*","Greedy Williams","CLE","DB","521","FA","25","CLE 14<br/>@PIT 28 F","500,000","1st","69.7","4.36","7","0%","16","0","0","0"
"*04oos*","Emmanuel Moseley","SF","DB","523","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","69.5","6.32","6","25%","11","0","0","0"
"*03oi9*","Eric Rowe","MIA","DB","524","FA","30","NYJ 6<br/>@MIA 11 F","500,000","1st","69","4.06","13","0%","17","0","0","0"
"*04ohi*","John Franklin-Myers","NYJ","DL","526","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","68.7","4.29","10","12%","16","0","0","0"
"*04oh9*","Dorance Armstrong","DAL","DL","527","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","68.5","5.27","9","50%","13","0","0","0"
"*03ox6*","Anthony Harris","PHI/DEN","DB","528","LCS","31","NYG 16<br/>@PHI 22 F","500,000","2nd","68.2","4.87","7","38%","14","0","0","0"
"*040e2*","Keanu Neal","TB","LB,DB","529","FA","27","TB 17<br/>@ATL 30 F","500,000","2nd","68","4.86","9","38%","14","0","0","0"
"*04mt6*","Rashaan Evans","ATL","LB","530","Bryce","27","TB 17<br/>@ATL 30 F","2,104,944","3rd","67.6","5.63","","75%","12","0","0","0"
"*04yql*","Amani Hooker","TEN","DB","531","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","67.6","5.63","6","50%","12","0","0","0"
"*05jal*","Jaylon Johnson","CHI","DB","532","Shelton","23","MIN 29<br/>@CHI 13 F","1,050,000","2nd","67.3","4.49","14","25%","15","0","0","0"
"*02jr0*","Tashaun Gipson","SF","DB","533","FA","32","ARI 13<br/>@SF 38 F","500,000","1st","66.6","5.55","9","25%","12","0","0","0"
"*029ui*","Mario Addison","HOU","DL","534","FA","35","HOU 32<br/>@IND 31 F","500,000","1st","66.5","3.91","","12%","17","0","0","0"
"*026zl*","Malcolm Smith","(N/A)","LB","537","FA","33","Bye","500,000","9th","66.1","4.41","","12%","15","0","0","0"
"*05rmf*","Trevon Moehrig","LV","DB","539","Bryce","23","KC 31<br/>@LV 13 F","562,000","2020","66","3.88","6","25%","17","0","0","0"
"*05j9p*","Derrick Brown","CAR","DL","538","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","66","4.12","13","12%","16","0","0","0"
"*05rua*","AJ Parker","DET","DB","540","FA","25","DET 20<br/>@GB 16 F","500,000","1st","66","4.71","6","0%","14","0","0","0"
"*05043*","Malik Reed","PIT","LB","541","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","66","4.71","11","0%","14","0","0","0"
"*04zve*","Greg Gaines","LAR","DL","547","FA","26","LAR 16<br/>@SEA 19 F","500,000","1st","65.5","3.85","11","0%","17","0","0","0"
"*02jqj*","Rodney McLeod","IND","DB","548","FA","32","HOU 32<br/>@IND 31 F","500,000","1st","65.4","5.03","","25%","13","0","0","0"
"*03cdr*","Demarcus Lawrence","DAL","DL","553","Mullen","30","DAL 6<br/>@WAS 26 F","500,000","9th","65","9.29","9","75%","7","0","0","0"
"*040ir*","DeAndre Houston-Carson","CHI","DB","552","FA","29","MIN 29<br/>@CHI 13 F","500,000","1st","65","5","","12%","13","0","0","0"
"*04oty*","Frankie Luvu","CAR","LB","556","Yoshi","26","CAR 10<br/>@NO 7 F","500,000","9th","64.5","4.03","13","75%","16","0","1","1"
"*05rld*","Jayson Oweh","BAL","DL,LB","557","FA","24","BAL 16<br/>@CIN 27 F","500,000","9th","64.5","4.3","10","62%","15","0","0","0"
"*040ed*","Kenny Clark","GB","DL","554","FA","27","DET 20<br/>@GB 16 F","500,000","1st","64.5","4.03","14","50%","16","0","0","0"
"*02j85*","Fletcher Cox","PHI","DL","555","FA","32","NYG 16<br/>@PHI 22 F","500,000","1st","64.5","4.03","7","50%","16","0","0","0"
"*04yqa*","Jerry Tillery","LAC/LV","DL","558","FA","26","KC 31<br/>@LV 13 F","500,000","1st","64.5","4.03","6","0%","16","0","0","0"
"*05jat*","Julian Okwara","DET","DL,LB","559","FA","25","DET 20<br/>@GB 16 F","500,000","1st","64.4","4.95","6","0%","13","0","0","0"
"*04cew*","Damontae Kazee","PIT","DB","560","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","64.3","3.78","9","0%","17","0","0","0"
"*04zwg*","Marcus Epps","PHI","DB","561","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","64","4","6","12%","16","0","0","0"
"*02j8u*","Janoris Jenkins","SF","DB","562","FA","34","ARI 13<br/>@SF 38 F","500,000","9th","64","4.57","9","12%","14","0","0","0"
"*04oho*","Bilal Nichols","LV","DL","563","FA","26","KC 31<br/>@LV 13 F","500,000","1st","64","3.76","6","12%","17","0","0","0"
"*03ojb*","Danielle Hunter","MIN","DL,LB","566","Roberto","28","MIN 29<br/>@CHI 13 F","2,600,000","2nd","63.5","9.07","7","88%","7","0","0","0"
"*040e9*","William Jackson","WAS/PIT","DB","567","FA","30","CLE 14<br/>@PIT 28 F","500,000","1st","63.5","5.29","","0%","12","0","0","0"
"*03oib*","Jaquiski Tartt","(N/A)","DB","568","FA","31","Bye","500,000","9th","63.5","4.54","","0%","14","0","0","0"
"*04ook*","George Odum","SF","DB","569","FA","29","ARI 13<br/>@SF 38 F","500,000","1st","63.1","3.71","9","12%","17","0","0","0"
"*04yq8*","Dexter Lawrence","NYG","DL","570","Pong","25","NYG 16<br/>@PHI 22 F","500,000","1st","63","3.94","9","75%","16","0","0","0"
"*040et*","A'Shawn Robinson","LAR","DL","571","FA","28","LAR 16<br/>@SEA 19 F","500,000","1st","63","3.71","","25%","17","0","0","0"
"*03p18*","Troy Hill","LAR","DB","575","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","62","5.17","","0%","12","0","0","0"
"*04cem*","Deatrich Wise","NE","DL","579","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","61.5","3.84","10","62%","16","0","0","0"
"*040hu*","Quinton Jefferson","SEA","DL","576","FA","30","LAR 16<br/>@SEA 19 F","500,000","1st","61.5","3.62","10","12%","17","0","0","0"
"*040ei*","Reggie Ragland","LV/CLE","LB","577","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","61.5","3.62","9","12%","17","0","0","0"
"*02zs5*","Sheldon Richardson","(N/A)","DL","578","FA","32","Bye","500,000","9th","61.5","3.62","","0%","17","0","0","0"
"*03ojm*","Steven Nelson","HOU","DB","581","FA","30","HOU 32<br/>@IND 31 F","500,000","1st","61.4","3.84","6","0%","16","0","0","0"
"*04cgu*","Rudy Ford","GB","DB","582","FA","28","DET 20<br/>@GB 16 F","500,000","1st","61.3","4.09","14","0%","15","0","0","0"
"*03oks*","Grady Jarrett","ATL","DL","585","Mullen","29","TB 17<br/>@ATL 30 F","500,000","9th","61","3.59","14","38%","17","0","0","0"
"*02j8f*","Dont'a Hightower","(N/A)","LB","584","FA","33","Bye","500,000","9th","61","4.07","","25%","15","0","0","0"
"*03oic*","Ronald Darby","DEN","DB","583","FA","29","LAC 28<br/>@DEN 31 F","500,000","1st","61","5.55","","12%","11","0","0","0"
"*04otl*","Ben Niemann","ARI","LB","586","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","61","3.59","","12%","17","0","0","0"
"*05rpo*","Caden Sterns","DEN","DB","588","RBM","23","LAC 28<br/>@DEN 31 F","500,000","2nd","60.7","4.05","9","12%","15","0","0","0"
"*005ah*","Calais Campbell","BAL","DL","591","FA","36","BAL 16<br/>@CIN 27 F","500,000","1st","60.5","4.03","14","25%","15","0","0","0"
"*03oh3*","Dante Fowler","DAL","DL,LB","592","ROTK_Ben","28","DAL 6<br/>@WAS 26 F","650,000","3rd","60.5","4.32","9","0%","14","0","0","0"
"*03oim*","Randy Gregory","DEN","LB","594","FA","30","LAC 28<br/>@DEN 31 F","500,000","1st","60.2","5.02","9","38%","12","0","0","0"
"*05jaq*","Willie Gay","KC","LB","595","QBRT","25","KC 31<br/>@LV 13 F","500,000","9th","59.9","4.99","8","75%","12","0","0","0"
"*040h1*","Deon Bush","KC","DB","596","FA","29","KC 31<br/>@LV 13 F","500,000","1st","59.7","4.26","8","0%","14","0","0","0"
"*03ohv*","Malcom Brown","(N/A)","DL","597","FA","29","Bye","500,000","9th","59.5","3.5","","12%","17","0","0","0"
"*026z7*","Lawrence Guy","NE","DL","598","FA","33","NE 23<br/>@BUF 35 F","500,000","1st","59.5","3.5","10","12%","17","0","0","0"
"*04zwd*","Armon Watts","CHI","DL","599","FA","26","MIN 29<br/>@CHI 13 F","500,000","1st","59.5","3.5","","0%","17","0","0","0"
"*04mo9*","Vita Vea","TB","DL","604","FA","28","TB 17<br/>@ATL 30 F","500,000","1st","59","3.69","11","25%","16","0","0","0"
"*04zwn*","Rashad Fenton","KC/ATL","DB","603","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","59","4.21","13","0%","14","0","0","0"
"*026un*","Justin Houston","BAL","DL,LB","605","FA","34","BAL 16<br/>@CIN 27 F","500,000","9th","58.5","3.9","","25%","15","0","0","0"
"*040kd*","Jalen Mills","NE","DB","606","FA","29","NE 23<br/>@BUF 35 F","500,000","9th","58.5","3.66","10","0%","16","0","0","0"
"*04ogf*","M.J. Stewart","HOU","DB","607","FA","27","HOU 32<br/>@IND 31 F","500,000","1st","58.5","4.5","6","0%","13","0","0","0"
"*02zse*","Xavier Rhodes","IND/BUF/DAL","DB","608","FA","32","DAL 6<br/>@WAS 26 F","500,000","1st","58.4","4.49","9","12%","13","0","0","0"
"*03ccx*","Kyle Fuller","BAL","DB","610","FA","31","BAL 16<br/>@CIN 27 F","500,000","1st","58","3.62","","12%","16","0","0","0"
"*03ot3*","Dean Marlowe","ATL/BUF","DB","611","FA","30","NE 23<br/>@BUF 35 F","500,000","1st","58","3.62","","12%","16","0","0","0"
"*04cef*","Samson Ebukam","SF","DL,LB","609","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","58","3.41","14","0%","17","0","0","0"
"*03ojw*","Angelo Blackson","CHI","DL","614","FA","30","MIN 29<br/>@CHI 13 F","500,000","1st","57.6","3.39","","0%","17","0","0","0"
"*04cdi*","Shaquill Griffin","JAX","DB","616","FA","27","TEN 16<br/>@JAX 20 F","500,000","1st","57.5","4.11","","38%","14","0","0","0"
"*04cal*","Tre'Davious White","BUF","DB","618","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","57.5","5.23","7","25%","11","0","0","0"
"*01tld*","Ndamukong Suh","PHI","DL","617","FA","36","NYG 16<br/>@PHI 22 F","500,000","1st","57.5","3.38","","0%","17","0","0","0"
"*040gm*","Tavon Young","CHI","DB","619","FA","29","Bye","500,000","9th","57.5","3.38","","0%","17","0","0","0"
"*04ot5*","Poona Ford","SEA","DL","621","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","57","3.35","","12%","17","0","0","0"
"*02zvb*","William Gholston","TB","DL","622","FA","31","TB 17<br/>@ATL 30 F","500,000","1st","57","3.35","","0%","17","0","0","0"
"*05jul*","Myles Bryant","NE","DB","623","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","56.8","4.73","10","0%","12","0","0","0"
"*04cfw*","Davon Godchaux","NE","DL","624","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","56.5","3.32","10","12%","17","0","0","0"
"*02zw6*","A.J. Klein","NYG/BAL/CHI/BUF","LB","625","FA","31","NE 23<br/>@BUF 35 F","500,000","1st","56.2","3.75","","25%","15","0","0","0"
"*01tp1*","Al Woods","SEA","DL","629","FA","36","LAR 16<br/>@SEA 19 F","500,000","1st","56","3.5","","12%","16","0","0","0"
"*040fd*","Maliek Collins","HOU","DL","627","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","56","3.73","6","0%","15","0","0","0"
"*05jfw*","James Pierre","PIT","DB","628","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","56","3.29","9","0%","17","0","0","0"
