"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*060zr*","Kerby Joseph","DET","DB","263","Shelton","22","DET 20<br/>@GB 16 F","500,000","1st","50.4","6","38%","9","0","0","0"
"*04ogg*","Jessie Bates","CIN","DB","352","RBM","26","BAL 16<br/>@CIN 27 F","1,200,000","2nd","50.2","14","75%","9","0","0","0"
"*061g7*","Kader Kohou","MIA","DB","346","FA","24","NYJ 6<br/>@MIA 11 F","500,000","1st","50","11","25%","8","0","0","0"
"*05jul*","Myles Bryant","NE","DB","432","FA","25","Bye","500,000","1st","49.8","10","0%","9","0","0","0"
"*040w2*","Andrew Adams","PIT/TEN","DB","471","FA","30","TEN 16<br/>@JAX 20 F","500,000","1st","49.6","","0%","6","0","0","0"
"*040g8*","Kendall Fuller","WAS","DB","301","FA","28","DAL 6<br/>@WAS 26 F","500,000","1st","49.5","14","38%","10","0","0","0"
"*02j8c*","Melvin Ingram","MIA","DL,LB","602","FA","33","NYJ 6<br/>@MIA 11 F","500,000","1st","49.5","","25%","10","0","0","0"
"*05jap*","Kristian Fulton","TEN","DB","561","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","49.5","6","0%","7","0","0","0"
"*03oia*","Denzel Perryman","LV","LB","276","QBRT","30","KC 31<br/>@LV 13 F","7,000,000","2022","49","6","50%","6","0","0","0"
"*03oi3*","Preston Smith","GB","LB","338","FA","30","DET 20<br/>@GB 16 F","500,000","1st","49","14","38%","10","0","0","0"
"*04zup*","Sione Takitaki","CLE","LB","557","FA","27","CLE 14<br/>@PIT 28 F","500,000","1st","49","9","25%","9","0","0","0"
"*05rmk*","Jeremiah Owusu-Koramoah","CLE","LB","479","Roberto","23","CLE 14<br/>@PIT 28 F","625,000","2nd","48.5","9","62%","7","0","0","0"
"*04yn5*","Josh Allen","JAX","DL,LB","284","Roberto","25","TEN 16<br/>@JAX 20 F","1,400,000","1st","48","11","75%","10","0","0","0"
"*05jad*","Xavier McKinney","NYG","DB","634","DN","24","NYG 16<br/>@PHI 22 F","550,000","11th","47.5","9","75%","8","0","0","0"
"*05jli*","Myles Hartsfield","CAR","DB","613","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","47.5","9","0%","10","0","0","0"
"*03cyg*","K'Waun Williams","DEN","DB","577","FA","31","LAC 28<br/>@DEN 31 F","500,000","1st","47.5","9","0%","9","0","0","0"
"*04mt5*","Josh Sweat","PHI","DL","240","FA","26","NYG 16<br/>@PHI 22 F","500,000","9th","47","7","75%","9","0","0","0"
"*03cku*","Shaquil Barrett","TB","LB","719","FA","30","TB 17<br/>@ATL 30 F","700,000","3rd","47","11","38%","8","0","0","0"
"*05rlm*","Kwity Paye","IND","DL","462","Shelton","24","HOU 32<br/>@IND 31 F","562,000","2020","46.5","14","62%","7","0","0","0"
"*040du*","Leonard Floyd","LAR","LB","341","FA","30","LAR 16<br/>@SEA 19 F","500,000","1st","46.5","","50%","9","0","0","0"
"*04cdc*","Fabian Moreau","NYG","DB","493","FA","29","NYG 16<br/>@PHI 22 F","500,000","1st","46.5","","12%","8","0","0","0"
"*03oh3*","Dante Fowler","DAL","DL,LB","555","ROTK_Ben","28","DAL 6<br/>@WAS 26 F","650,000","3rd","46.5","9","0%","9","0","0","0"
"*04mp7*","Rasheem Green","HOU","DL","597","FA","25","HOU 32<br/>@IND 31 F","500,000","9th","46.5","14","0%","8","0","0","0"
"*04oos*","Emmanuel Moseley","SF","DB","732","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","46.1","6","25%","5","0","0","0"
"*040ed*","Kenny Clark","GB","DL","538","FA","27","DET 20<br/>@GB 16 F","500,000","1st","46","14","50%","10","0","0","0"
"*05jb2*","Justin Madubuike","BAL","DL","492","FA","25","Bye","500,000","1st","46","10","12%","9","0","0","0"
"*040ev*","Jihad Ward","NYG","LB","532","FA","28","NYG 16<br/>@PHI 22 F","500,000","1st","46","9","0%","9","0","0","0"
"*05rm4*","Jaycee Horn","CAR","DB","439","FA","23","CAR 10<br/>@NO 7 F","500,000","9th","45.8","13","75%","8","0","0","0"
"*05jag*","Kyle Dugger","NE","DB","192","FA","27","Bye","500,000","1st","45.7","10","75%","7","0","0","0"
"*05rq3*","Nate Hobbs","LV","DB","437","FA","23","KC 31<br/>@LV 13 F","500,000","1st","45.5","6","38%","5","0","0","0"
"*04yqi*","Juan Thornhill","KC","DB","330","FA","27","KC 31<br/>@LV 13 F","500,000","1st","45.5","9","25%","9","0","0","0"
"*05rox*","Camryn Bynum","MIN","DB","380","FA","24","MIN 29<br/>@CHI 13 F","500,000","1st","45.2","7","12%","9","0","0","0"
"*05jaq*","Willie Gay","KC","LB","221","QBRT","25","KC 31<br/>@LV 13 F","500,000","9th","45","8","75%","5","0","0","0"
"*01tmy*","Carlos Dunlap","KC","DL,LB","491","FA","34","KC 31<br/>@LV 13 F","500,000","1st","45","","0%","9","0","0","0"
"*060ly*","Kaiir Elam","BUF","DB","637","FA","21","NE 23<br/>@BUF 35 F","500,000","1st","45","7","0%","8","0","0","0"
"*040kd*","Jalen Mills","NE","DB","657","FA","29","Bye","500,000","9th","44.8","10","0%","8","0","0","0"
"*03cjq*","Terrance Mitchell","NE/TEN","DB","676","FA","30","TEN 16<br/>@JAX 20 F","500,000","1st","44.6","","0%","7","0","0","0"
"*04yq7*","Johnathan Abram","LV/GB/SEA","DB","616","Roberto","26","LAR 16<br/>@SEA 19 F","8,748,000","2050","44.5","14","38%","9","0","0","0"
"*04oil*","Sebastian Joseph-Day","LAC","DL","467","FA","28","LAC 28<br/>@DEN 31 F","500,000","1st","44.5","8","38%","9","0","0","0"
"*05rp7*","Rashad Weaver","TEN","DL,LB","512","FA","25","TEN 16<br/>@JAX 20 F","500,000","9th","44.5","6","12%","8","0","0","0"
"*03ohf*","Marcus Peters","BAL","DB","501","Bryce","30","BAL 16<br/>@CIN 27 F","500,000","9th","44.3","","0%","8","0","0","0"
"*03os3*","Bryce Callahan","LAC","DB","448","FA","31","LAC 28<br/>@DEN 31 F","500,000","1st","44.1","","0%","9","0","0","0"
"*04cds*","Trey Hendrickson","CIN","DL","474","FA","28","Bye","500,000","1st","44","10","62%","9","0","0","0"
"*03omn*","Quandre Diggs","SEA","DB","314","FA","30","LAR 16<br/>@SEA 19 F","500,000","1st","44","11","50%","10","0","0","0"
"*040le*","Mike Hilton","CIN","DB","446","FA","29","Bye","500,000","1st","44","10","12%","8","0","0","0"
"*04yov*","Rock Ya-Sin","LV","DB","635","FA","26","KC 31<br/>@LV 13 F","500,000","1st","44","","0%","8","0","0","0"
"*05rnx*","Paulson Adebo","NO","DB","502","FA","23","CAR 10<br/>@NO 7 F","500,000","1st","43.5","14","38%","7","0","0","0"
"*04orn*","Darious Williams","JAX","DB","464","FA","30","TEN 16<br/>@JAX 20 F","500,000","1st","43.5","11","12%","10","0","0","0"
"*05rlr*","Patrick Surtain","DEN","DB","412","FA","22","LAC 28<br/>@DEN 31 F","500,000","9th","43","9","62%","9","0","0","0"
"*04ojy*","Zach Sieler","MIA","DL","382","FA","27","NYJ 6<br/>@MIA 11 F","500,000","1st","43","11","50%","10","0","0","0"
"*04cge*","D.J. Jones","DEN","DL","655","FA","28","LAC 28<br/>@DEN 31 F","500,000","1st","43","9","12%","9","0","0","0"
"*04ca9*","Malik Hooker","DAL","DB","403","Bryce","27","DAL 6<br/>@WAS 26 F","500,000","9th","42.8","9","0%","8","0","0","0"
"*04mof*","Justin Reid","KC","DB","364","FA","26","KC 31<br/>@LV 13 F","500,000","1st","42.5","8","50%","9","0","0","0"
"*04yqk*","Nasir Adderley","LAC","DB","490","FA","25","LAC 28<br/>@DEN 31 F","500,000","1st","42.5","","25%","9","0","0","0"
"*03dk4*","Adrian Phillips","NE","DB","571","FA","31","Bye","500,000","1st","42.5","10","25%","9","0","0","0"
"*05jnf*","Jonas Griffith","DEN","LB","766","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","42.1","9","0%","9","0","0","0"
"*04ccl*","Chidobe Awuzie","CIN","DB","767","FA","27","Bye","500,000","1st","42","10","50%","8","0","0","0"
"*04zu3*","Darnell Savage","GB","DB","429","FA","25","DET 20<br/>@GB 16 F","500,000","9th","42","14","38%","10","0","0","0"
"*03okq*","Kwon Alexander","NYJ","LB","518","FA","28","NYJ 6<br/>@MIA 11 F","500,000","9th","42","","25%","9","0","0","0"
"*04zvx*","E.J. Speed","IND","LB","517","FA","27","HOU 32<br/>@IND 31 F","500,000","1st","42","14","0%","10","0","0","0"
"*04yo4*","Devin Bush","PIT","LB","520","SNLR","24","CLE 14<br/>@PIT 28 F","500,000","1st","41.5","11","62%","9","0","0","0"
"*05jfd*","Tae Crowder","NYG/PIT","LB","721","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","41.5","9","25%","9","0","0","0"
"*03okl*","Damien Wilson","CAR","LB","737","FA","29","CAR 10<br/>@NO 7 F","500,000","1st","41.5","","25%","10","0","0","0"
"*02jr0*","Tashaun Gipson","SF","DB","279","FA","32","ARI 13<br/>@SF 38 F","500,000","1st","41.4","9","25%","9","0","0","0"
"*040kj*","Jayron Kearse","DAL","DB","306","FA","29","DAL 6<br/>@WAS 26 F","500,000","1st","41","9","50%","6","0","0","0"
"*04czv*","Dylan Cole","TEN","LB","554","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","41","14","0%","9","0","0","0"
"*05078*","Keisean Nixon","GB","DB","168","FA","25","DET 20<br/>@GB 16 F","500,000","1st","40.9","14","0%","10","0","0","0"
"*05jd1*","Kindle Vildor","CHI","DB","723","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","40.8","14","12%","9","0","0","0"
"*005ah*","Calais Campbell","BAL","DL","553","FA","36","BAL 16<br/>@CIN 27 F","500,000","1st","40.5","14","25%","8","0","0","0"
"*04zuq*","Will Harris","DET","DB","516","FA","27","DET 20<br/>@GB 16 F","500,000","1st","40.5","6","25%","8","0","0","0"
"*040jg*","Kamu Grugier-Hill","HOU/ARI","LB","727","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","40.5","13","12%","8","0","0","0"
"*05rm2*","Joe Tryon","TB","DL,LB","586","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","40.5","11","12%","10","0","0","0"
"*02aa4*","Josh Bynes","BAL","LB","791","FA","33","Bye","500,000","1st","40","10","25%","7","0","0","0"
"*04cef*","Samson Ebukam","SF","DL,LB","601","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","40","14","0%","8","0","0","0"
"*040fh*","Yannick Ngakoue","IND","DL","487","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","39.5","","50%","10","0","0","0"
"*04mtc*","Levi Wallace","PIT","DB","422","FA","27","CLE 14<br/>@PIT 28 F","500,000","1st","39.5","9","0%","7","0","0","0"
"*04p12*","Robert Spillane","PIT","LB","427","FA","27","CLE 14<br/>@PIT 28 F","500,000","1st","39","6","25%","9","0","0","0"
"*05jbz*","D.J. Wonnum","MIN","DL,LB","625","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","39","7","12%","8","0","0","0"
"*0507h*","Darius Harris","KC","LB","705","FA","27","KC 31<br/>@LV 13 F","500,000","1st","39","8","0%","9","0","0","0"
"*04cgu*","Rudy Ford","GB","DB","514","FA","28","DET 20<br/>@GB 16 F","500,000","1st","38.8","14","0%","10","0","0","0"
"*04cdi*","Shaquill Griffin","JAX","DB","798","FA","27","TEN 16<br/>@JAX 20 F","500,000","1st","38.5","","38%","5","0","0","0"
"*01tp1*","Al Woods","SEA","DL","683","FA","36","LAR 16<br/>@SEA 19 F","500,000","1st","38.5","","12%","9","0","0","0"
"*040cb*","Jarran Reed","GB","DL","575","FA","30","DET 20<br/>@GB 16 F","500,000","1st","38.5","11","0%","10","0","0","0"
"*040yl*","Roy Robertson-Harris","JAX","DL","541","FA","29","TEN 16<br/>@JAX 20 F","500,000","1st","38.5","11","0%","10","0","0","0"
"*05rld*","Jayson Oweh","BAL","DL,LB","580","FA","24","Bye","500,000","9th","38","10","62%","9","0","0","0"
"*03cja*","Shelby Harris","SEA","DL","612","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","38","","38%","9","0","0","0"
"*04zxc*","Kaden Elliss","NO","LB","298","FA","27","CAR 10<br/>@NO 7 F","500,000","1st","38","","25%","10","0","0","0"
"*05rpo*","Caden Sterns","DEN","DB","803","RBM","23","LAC 28<br/>@DEN 31 F","500,000","2nd","38","9","12%","5","0","0","0"
"*04101*","Antonio Hamilton","ARI","DB","622","FA","30","ARI 13<br/>@SF 38 F","500,000","1st","38","13","0%","6","0","0","0"
"*04ccv*","Duke Riley","MIA","LB","639","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","38","11","0%","10","0","0","0"
"*04oxi*","Chandon Sullivan","MIN","DB","504","FA","26","MIN 29<br/>@CHI 13 F","500,000","1st","38","","0%","9","0","0","0"
"*04ohf*","Avonte Maddox","PHI","DB","591","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","37.7","7","25%","6","0","0","0"
"*05jcd*","Amik Robertson","LV","DB","469","FA","24","KC 31<br/>@LV 13 F","500,000","1st","37.7","6","0%","9","0","0","0"
"*040is*","Anthony Brown","DAL","DB","648","Mullen","29","DAL 6<br/>@WAS 26 F","500,000","9th","37.5","","25%","9","0","0","0"
"*060ze*","Sam Williams","DAL","DL","604","FA","24","DAL 6<br/>@WAS 26 F","500,000","1st","37.5","9","25%","8","0","0","0"
"*030am*","Mike Purcell","DEN","DL","699","FA","31","LAC 28<br/>@DEN 31 F","500,000","1st","37.5","9","0%","9","0","0","0"
"*04cct*","Dawuane Smoot","JAX","DL","650","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","37.5","","0%","10","0","0","0"
"*05jam*","A.J. Epenesa","BUF","DL","549","DN","24","NE 23<br/>@BUF 35 F","562,500","2020","37","7","12%","9","0","0","0"
"*05rnk*","Baron Browning","DEN","LB","582","Nick","24","LAC 28<br/>@DEN 31 F","500,000","2020","36.9","9","38%","7","0","0","0"
"*05j9r*","A.J. Terrell","ATL","DB","573","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","36.5","14","75%","7","0","0","0"
"*040en*","Xavien Howard","MIA","DB","447","Bryce","29","NYJ 6<br/>@MIA 11 F","500,000","9th","36.5","11","38%","9","0","0","0"
"*040e2*","Keanu Neal","TB","LB,DB","510","FA","27","TB 17<br/>@ATL 30 F","500,000","2nd","36.5","9","38%","10","0","0","0"
"*040h6*","David Onyemata","NO","DL","540","FA","30","CAR 10<br/>@NO 7 F","500,000","1st","36.5","14","25%","10","0","0","0"
"*04yqc*","Amani Oruwariye","DET","DB","692","FA","27","DET 20<br/>@GB 16 F","500,000","1st","36.5","9","25%","7","0","0","0"
"*05jae*","Yetur Gross-Matos","CAR","DL","519","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","36.5","13","12%","10","0","0","0"
"*02j85*","Fletcher Cox","PHI","DL","494","FA","32","NYG 16<br/>@PHI 22 F","500,000","1st","36","7","50%","9","0","0","0"
"*03oij*","Markus Golden","ARI","LB","631","FA","32","ARI 13<br/>@SF 38 F","500,000","1st","35.5","","38%","10","0","0","0"
"*03oiq*","Frank Clark","KC","DL","481","FA","29","KC 31<br/>@LV 13 F","500,000","1st","35.5","","25%","7","0","0","0"
"*05jbq*","Akeem Davis-Gaither","CIN","LB","748","FA","25","Bye","500,000","1st","35.5","10","0%","9","0","0","0"
"*04ohn*","Marquis Haynes","CAR","DL","507","FA","29","CAR 10<br/>@NO 7 F","500,000","1st","35.5","13","0%","10","0","0","0"
"*06104*","Damarri Mathis","DEN","DB","483","FA","23","LAC 28<br/>@DEN 31 F","500,000","1st","35.5","9","0%","9","0","0","0"
"*04ckv*","Arthur Maulet","PIT","DB","498","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","35.5","9","0%","9","0","0","0"
"*040e1*","Sheldon Rankins","NYJ","DL","643","FA","29","NYJ 6<br/>@MIA 11 F","500,000","1st","35.5","6","0%","9","0","0","0"
"*04yql*","Amani Hooker","TEN","DB","607","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","35","6","50%","5","0","0","0"
"*04ot5*","Poona Ford","SEA","DL","653","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","35","","12%","10","0","0","0"
"*05gvb*","Darrell Taylor","SEA","DL,LB","438","FA","26","LAR 16<br/>@SEA 19 F","500,000","1st","35","11","12%","9","0","0","0"
"*05yew*","DeAundre Alford","ATL","DB","711","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","35","14","0%","9","0","0","0"
"*01tlo*","Brandon Graham","PHI","DL","374","FA","35","NYG 16<br/>@PHI 22 F","500,000","1st","34.5","7","25%","9","0","0","0"
"*060zc*","Boye Mafe","SEA","DL,LB","674","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","34.5","11","25%","10","0","0","0"
"*06102*","Dane Belton","NYG","DB","694","FA","22","NYG 16<br/>@PHI 22 F","500,000","1st","34.5","9","0%","8","0","0","0"
"*04zuv*","Khalen Saunders","KC","DL","640","FA","26","KC 31<br/>@LV 13 F","500,000","1st","34.5","14","0%","9","0","0","0"
"*06123*","Rodney Thomas II","IND","LB,DB","449","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","34.5","14","0%","10","0","0","0"
"*04mp3*","Terrell Edmunds","PIT","DB","470","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","34","7","25%","8","0","0","0"
"*060za*","Troy Andersen","ATL","LB","535","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","34","14","12%","10","0","0","0"
"*0611m*","Derion Kendrick","LAR","DB","714","FA","22","LAR 16<br/>@SEA 19 F","500,000","1st","34","7","0%","7","0","0","0"
"*03o06*","Efe Obada","WAS","DL","698","FA","30","DAL 6<br/>@WAS 26 F","500,000","1st","34","14","0%","10","0","0","0"
"*04cl2*","Michael Davis","LAC","DB","337","Pong","28","LAC 28<br/>@DEN 31 F","500,000","1st","33.5","8","25%","9","0","0","0"
"*0610t*","Dominique Robinson","CHI","DL","777","FA","24","MIN 29<br/>@CHI 13 F","500,000","1st","33.5","14","12%","10","0","0","0"
"*04zw1*","Charles Omenihu","SF","DL","795","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","33.5","8","0%","9","0","0","0"
"*05rq7*","Deommodore Lenoir","SF","DB","366","FA","23","ARI 13<br/>@SF 38 F","500,000","1st","33","9","12%","9","0","0","0"
"*04cde*","Jourdan Lewis","DAL","DB","858","FA","27","DAL 6<br/>@WAS 26 F","500,000","1st","33","9","12%","6","0","0","0"
"*05jar*","Josh Uche","NE","LB","411","Shelton","24","Bye","500,000","9th","32.5","10","38%","7","0","0","0"
"*04ce3*","Carl Lawson","NYJ","DL","522","FA","27","Bye","500,000","1st","32.5","10","25%","9","0","0","0"
"*06115*","Christian Benford","BUF","DB","785","FA","22","NE 23<br/>@BUF 35 F","500,000","1st","32.5","7","0%","7","0","0","0"
"*05jwa*","Teair Tart","TEN","DL","598","FA","26","TEN 16<br/>@JAX 20 F","500,000","1st","32.5","6","0%","9","0","0","0"
"*04om5*","Dennis Gardeck","ARI","LB","754","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","32.4","13","0%","7","0","0","0"
"*06196*","Jack Sanborn","CHI","LB","497","Yoshi","22","MIN 29<br/>@CHI 13 F","500,000","1st","32","14","50%","10","0","0","0"
"*05rnb*","Osa Odighizuwa","DAL","DL","566","FA","24","DAL 6<br/>@WAS 26 F","500,000","1st","32","9","38%","9","0","0","0"
"*04yod*","Taylor Rapp","LAR","DB","308","DN","25","LAR 16<br/>@SEA 19 F","500,003","11th","32","7","38%","8","0","0","0"
"*040sm*","Cory Littleton","CAR","LB","763","FA","29","CAR 10<br/>@NO 7 F","500,000","1st","32","6","12%","10","0","0","0"
"*03p18*","Troy Hill","LAR","DB","509","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","32","","0%","5","0","0","0"
"*060k0*","Kyle Hamilton","BAL","DB","460","Nick","22","Bye","562,000","2022","31.5","10","62%","9","0","0","0"
"*03oh5*","Leonard Williams","NYG","DL","609","QBRT","28","NYG 16<br/>@PHI 22 F","500,000","2nd","31.5","9","50%","6","0","0","0"
"*04ohi*","John Franklin-Myers","NYJ","DL","633","FA","26","Bye","500,000","1st","31.5","10","12%","9","0","0","0"
"*05jcv*","Trevis Gipson","CHI","DL,LB","704","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","31.5","14","0%","10","0","0","0"
"*04zuk*","Jahlani Tavai","NE","LB","547","FA","26","Bye","500,000","1st","31.5","10","0%","9","0","0","0"
"*04cbw*","Marcus Maye","NO","DB","623","FA","30","CAR 10<br/>@NO 7 F","500,000","9th","31","14","38%","6","0","0","0"
"*040hu*","Quinton Jefferson","SEA","DL","608","FA","30","Bye","500,000","1st","31","10","12%","10","0","0","0"
"*040hl*","Dean Lowry","GB","DL","769","FA","28","DET 20<br/>@GB 16 F","500,000","1st","31","7","0%","10","0","0","0"
"*06106*","Joshua Williams","KC","DB","630","FA","23","KC 31<br/>@LV 13 F","500,000","1st","30.7","8","0%","9","0","0","0"
"*05rmc*","Carlos Basham","BUF","DL","808","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","30.6","7","0%","9","0","0","0"
"*02jct*","Justin Bethel","MIA","DB","829","FA","32","NYJ 6<br/>@MIA 11 F","500,000","1st","30.6","11","0%","10","0","0","0"
"*04cam*","Jabrill Peppers","NE","DB","660","RBM","27","Bye","500,000","2nd","30.5","10","38%","9","0","0","0"
"*05jel*","Geno Stone","BAL","DB","783","FA","23","Bye","500,000","1st","30.5","10","0%","9","0","0","0"
"*05rm1*","Payton Turner","NO","DL","861","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","30.5","14","0%","6","0","0","0"
"*040et*","A'Shawn Robinson","LAR","DL","865","FA","28","LAR 16<br/>@SEA 19 F","500,000","1st","30","","25%","9","0","0","0"
"*04ypx*","Oshane Ximines","NYG","LB","784","FA","26","NYG 16<br/>@PHI 22 F","500,000","1st","30","","25%","7","0","0","0"
"*060zb*","Drake Jackson","SF","DL,LB","701","SNLR","21","ARI 13<br/>@SF 38 F","500,000","1st","30","9","12%","9","0","0","0"
"*04cca*","DeMarcus Walker","TEN","DL","511","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","30","14","12%","9","0","0","0"
"*04mql*","Harrison Phillips","MIN","DL","618","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","30","7","0%","9","0","0","0"
"*03cct*","Anthony Barr","DAL","LB","599","FA","31","DAL 6<br/>@WAS 26 F","500,000","1st","29.5","","25%","8","0","0","0"
"*05rok*","Derrick Barnes","DET","DL,LB","718","FA","23","DET 20<br/>@GB 16 F","500,000","1st","29.5","6","0%","9","0","0","0"
"*05je8*","Josh Metellus","MIN","DB","574","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","29.5","7","0%","9","0","0","0"
"*04moh*","Isaiah Oliver","ATL","DB","579","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","29.2","9","0%","5","0","0","0"
"*040gb*","Justin Simmons","DEN","DB","273","ROTK_Ben","29","LAC 28<br/>@DEN 31 F","3,300,000","3rd","29","9","75%","4","0","0","0"
"*040eu*","Austin Johnson","LAC","DL","906","FA","28","LAC 28<br/>@DEN 31 F","500,000","1st","29","8","25%","8","0","0","0"
"*04cf6*","Jayon Brown","LV","LB","780","QBRT","28","KC 31<br/>@LV 13 F","2,500,000","2nd","29","","12%","5","0","0","0"
"*04otl*","Ben Niemann","ARI","LB","595","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","29","","12%","10","0","0","0"
"*040ek*","Jaylon Smith","NYG","LB","463","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","28.5","9","38%","6","0","0","0"
"*04zwn*","Rashad Fenton","KC/ATL","DB","912","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","28.5","13","0%","7","0","0","0"
"*05jet*","James Smith-Williams","WAS","DL","796","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","28.5","14","0%","9","0","0","0"
